song_no,title,artist,lyrics,score
36518341,나에게 그대만이,탑현,"더 이상 나에게
다른 사랑은 없다는 걸
이제 나는 알아요
나에게 사랑은
항상 하나뿐이었다고
나의 사랑은 그대 단 한 사람
나에겐 오직 한 사람 
세상 누구보다 내게 소중한 사람
널 사랑해 널 사랑해
이 말 너에게만 하고 싶어
네가 없이 난 살 수 없어서
사랑 하나로만 살아가는 나에게
내 마지막 그날까지 사랑으로
남아주길 바라 그대만이
오늘이 지나면
다시 볼 수 없을 것 같아
그대 울지 말아요
시간이 지나서
우리 하나 되는 그날에
나와 함께 할 그대 단 한 사람
나에겐 오직 한 사람
세상 누구보다 내게 소중한 사람
널 사랑해 널 사랑해
이 말 너에게만 하고 싶어
네가 없이 난 살 수 없어서
사랑 하나로만 살아가는 나에게
내 마지막 그날까지
사랑으로 남아주길 바라 그대만이
소중한 너를 위해서
내게 남아있는 미련 모두 버려도
내 사랑은 내 사랑은
아직 너 하나만 원하는데
영원히 너를 지켜준다는
약속 하나로만 살아가는 나에게
내 사랑은 단 한 사람
다시 태어나도 그대만을 사랑할게","[0.07477483327265251, 0.6445482142506015, 0.04309868025749518, 0.17911540768160938, 0.0461641175139045, 0.012298747023736966]"
1264830,그녀를 사랑해줘요,하동균,"잠깐 기다려줄래 
지금 데리러 갈게 
왜 자꾸 울기만 하니 
말해 말해 어디에 있니 
니가 사랑하는 사람이 
너를 두고 간 거니 
집으로 데려다 줄게 
가자 가자 바람이 차가우니까 
너를 울리는 그 사람이 
뭐가 그렇게 좋으니 
너는 모르지 너만 모르지 
너를 사랑하는 내 맘을 
걸음이 느린 내가 
먼저 가지 못해서 
내 자릴 뺏긴 아픈 사랑을 
너의 웃는 모습이 
누구 보다 예쁜지 
그 사람 알기나 하니 
정말 정말 알고도 너를 울리니 
이름 모르는 당신에게 
부탁 하나만 하는데 
사랑해줘요 사랑해줘요 
내가 사랑하는 그녀를 
당신이 나 대신에 가진 
나의 그녀를 
함부로 다룰 생각하면 안 돼요  
사랑해줘요 
내 마음도 몰라주는 그녀를 
그녀가 사랑하는 사람 
당신이니까 
나 보다 많이 사랑해줘요 
다시는 울리지는 말아요","[0.20874547150345393, 0.4939279399396456, 0.02262817290559957, 0.21201878598351312, 0.059401676532662956, 0.0032779531351247973]"
31703498,시든 꽃에 물을 주듯,HYNN (박혜원),"아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 외롭고
꽃이 피고 진 그 자리
끝을 몰랐었던 맘이
깨질 것만 같던 그때 우리 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리 음
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다려 난 오늘도
어쩌다 이렇게 됐지
너무 예뻤잖아 둘이
매일 설레였지 그때 우린 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다린
바보처럼 빈 자릴 붙잡는 나
차라리 다 끝났다고 말해줘
이기적인 그 침묵에 또 나만
바보처럼 미련한
내가 미워
아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 지쳐가","[0.3628061402354474, 0.3743923897968274, 0.04405867365384857, 0.12922445703801744, 0.07952425052051217, 0.00999408875534703]"
4543502,야생화,박효신,"하얗게 피어난 얼음 꽃 하나가
달가운 바람에 얼굴을 내밀어
아무 말 못했던 이름도 몰랐던
지나간 날들에 눈물이 흘러
차가운 바람에 숨어 있다
한줄기 햇살에 몸 녹이다
그렇게 너는 또 한번 내게 온다
좋았던 기억만
그리운 마음만
니가 떠나간 그 길 위에
이렇게 남아 서있다 
잊혀질 만큼만
괜찮을 만큼만
눈물 머금고 
기다린 떨림 끝에 
다시 나를 피우리라
사랑은 피고 또 지는 
타버리는 불꽃
빗물에 젖을까 두 눈을 감는다
어리고 작았던 나의 맘에
눈부시게 빛나던 추억 속에
그렇게 너를 또 한번 불러본다
좋았던 기억만
그리운 마음만
니가 떠나간 그 길 위에
이렇게 남아 서있다 
잊혀질 만큼만
괜찮을 만큼만
눈물 머금고 기다린 떨림 끝에
다시 나는 
메말라가는땅 위에
온몸이 타 들어가고
내 손끝에 남은
너의 향기 흩어져 날아가
멀어져 가는 너의 손을
붙잡지 못해 아프다
살아갈 만큼만
미워했던 만큼만
먼 훗날 너를 데려다 줄 
그 봄이 오면 그날에 나 피우리라","[0.04906920766797237, 0.668422927206704, 0.042367794661557066, 0.10184817507143766, 0.036941716965527165, 0.10135017842680175]"
30884950,그때 헤어지면 돼,로이킴,"나를 사랑하는 법은 어렵지 않아요
지금 모습 그대로 나를 꼭 안아주세요
우리 나중에는 어떻게 될진 몰라도
정해지지 않아서 그게 나는 좋아요 
남들이 뭐라는 게 뭐가 중요해요
서로가 없음 죽겠는데 뭐를 고민해요
우리 함께 더 사랑해도 되잖아요
네가 다른 사람이 좋아지면 
내가 너 없는 게 익숙해지면 
그때가 오면 그때가 되면 
그때 헤어지면 돼
너를 사랑하는 법도 어렵지 않아요 
한 번 더 웃어주고 조금 더 아껴주면
우리 사랑하는 법도 어렵지 않아요
매일 처음 만난 눈빛으로 
서로를 바라봐 주면
남들이 뭐라는 게 뭐가 중요해요
서로가 없음 죽겠는데 뭐를 고민해요
우리 함께 더 사랑해도 되잖아요
네가 다른 사람이 좋아지면 
내가 너 없는 게 익숙해지면 
그때가 오면 그때가 되면 그때 
그때 그때 
네가 원하든 말든 널 잡을 거고 
내가 더 이상 지쳐 걷지 못할 때 
그때가 오면 그때가 되면
그때 헤어지면 돼 
그때 헤어지면 돼","[0.21682371147550275, 0.2653058627068336, 0.08982702643541073, 0.16379634781573427, 0.07618929276712408, 0.18805775879939457]"
34787226,내가 아니라도,주호,"사랑이었다 별거 없던 내 하루에
빛이 돼준 단한 사람
나보다 나를 더 아껴 주던 너를
그땐 왜 몰랐을까
행복이었다 다시는 없을 것 같던
잠시나마 행복했었다
다른 사람 곁에 있는 널
생각해 본 적 없지만
이젠 너를 보내줘야 할 것 같아
내가 아니라도
눈부시게 사랑받았을 너라서
그 소중한 시간을 나와 함께해 줘서
고마웠어
예쁘고 아름다웠던 너의 그날에
함께했던 그 모든 순간이 행복했어
내 전부였다 무엇도 바꿀 수 없던
우리라서 행복했었다
다른 누구라도
나보다 더 좋은 사람 만나서
이젠 나를 잊고 행복하게 살아
내가 아니라도
눈부시게 사랑받았을 너라서
그 소중한 시간을 나와 함께해 줘서
고마웠어
예쁘고 아름다웠던 너의 그날에
함께했던 그 모든 순간이 행복했어
어두웠던 내 하루에
빛이 되어주던 그날들을
어떻게 잊고 살아
과분했던 너라는 사람을 만나
누구보다 사랑했었다
내가 아니었다면
눈부시게 사랑받았을 너란 걸
이 세상에 누구보다 더 잘 알아서
미안했어 너와 함께한 날들이
더 말할 게 있을까
행복한 기억만 가져갈게","[0.03149163295150131, 0.47869693948458397, 0.015552261370970802, 0.08288153740248563, 0.07639587322712645, 0.31498175556333186]"
30072072,11:11,태연 (TAEYEON),"It’s 11:11
오늘이 한 칸이 채 안 남은 그런 시간
우리 소원을 빌며 웃던 그 시간
별 게 다 널 떠오르게 하지
네 맘 끝자락처럼 차가운 바람
창을 열면 온통 네가 불어와
이 시간이 전부 지나고 나면
이별이 끝나 있을까 Yeah 
널 다 잊었을까
모든 게 자릴 찾아서 떠나가고
넌 내 모든 걸 갖고서 떠나도
내 맘은 시계 속의 두 바늘처럼
같은 곳을 두고 맴돌기만 해
Na na na na na na na na
na na na na na oh
Na na na na na na na na
I believe I will be over you
달력 안에 있는 
오래 전에 약속했던 몇 월의 며칠 
너에겐 다 잊혀져 있었다면 
내가 지워야지 뭐
지나고 나면 별 거 아니겠지 뭐
모든 게 자릴 찾아서 떠나가고
넌 내 모든 걸 갖고서 떠나도
내 맘은 시계 속의 두 바늘처럼
같은 곳을 두고 맴돌기만 해
Na na na na na na na na
na na na na na oh
Na na na na na na na na
I believe I will be over you
계절 틈에 잠시 피는 낯선 꽃처럼
하루 틈에 걸려 있는 새벽 별처럼
이 모든 건 언젠가는 다 지나가고 말겠지
모든 게 자릴 찾아서 돌아오고
내가 아무 일 없는 듯이 웃게 되면
너의 이름 한 번쯤 부르는 게
지금처럼 아프지 않을 거야
Na na na na na na na na
na na na na na oh
Na na na na na na na na
I believe I will be over you
Na na na na na na na na
na na na na na oh
Na na na na na na na na
I believe I will be over you","[0.24911389962725913, 0.40809183823824174, 0.11187694033602968, 0.11245301839176214, 0.09486295334073042, 0.023601350065976884]"
36047581,잘 지내길 바래,김승민,"우리만큼은 다르길 바랬죠
서로가 서로에게 한 번 더
""우린 변하지 말자고""
여러 번 다짐하고는 말했죠
너무 힘이 들어 괴롭다면
그땐 널 웃으며 보내주라고
우리 많이 걸었죠 우리 정신없었죠
너를 사랑한단 말이 그게 다가 아니었죠
나는 자랑하는 척 아무것도 아닌 척
절대 못 한다고 말했던 게 엊그제 같았죠
우리 장난 아니었죠 우리 정신없었죠
너를 사랑한단 말은 아직
후회가 되질 않아서
너도 잘 지내기를 바래
Oh ah 아예 지쳐 있었던 우리 그때 갔던
그곳에 이젠 다른 누군가와 있어
오늘 밤 같이 길 잃었었던
골목길 한켠에 있던
그곳에 너가 이젠 없네
많은 상황 바뀔 거야 감정도 변해
결국 동화 같은 이야기 없는 상황에 처해
흐리멍덩하게 맞는 대낮은
아예 반대편의 밤보다
깜깜해 불빛 켜둘 수밖에 없었네
아직도 우린 마음고생 여전해
가라앉기 두려워 각자의 물 퍼내
너가 가져왔던 낯섦 그만큼
그게 또다시 낯설 만큼만
그땐 복잡했었다 온종일
싸우고 풀리길 반복해
끝에 남아있는 추억들은 하나둘
날 떠도는 것 같은데
널 완벽하게 기억할 수도 또 지워갈 수도
어떠한 방법 같은 게 난 없어
말을 마음 안에 가둬버린 바람에
멈춘 채 바라볼 수밖에 없어
우리 많이 걸었죠 우리 정신없었죠
너를 사랑한단 말이 그게 다가 아니었죠
나는 자랑하는 척 아무것도 아닌 척
절대 못 한다고 말했던 게 엊그제 같았죠
우리 장난 아니었죠 우리 정신없었죠
너를 사랑한단 말은
아직 후회가 되질 않아서
너도 잘 지내기를 바래
Oh ah 아예 지쳐 있었던 우리 그때 갔던
그곳에 이젠 다른 누군가와 있어
오늘 밤 같이 길 잃었었던
골목길 한켠에 있던
그곳에 너가 이젠 없네","[0.10436976877230944, 0.33297405351084225, 0.1383876797958144, 0.20773687580294997, 0.16472078744661148, 0.051810834671472454]"
38120327,APT.,로제 (ROSÉ),"아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh
 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh 
Kissy face, kissy face 
Sent to your phone but, 
I'm trying to kiss your lips for real 
Red hearts, red hearts 
That’s what I’m on yeah 
Come give me something I can feel 
Oh oh oh 
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy 
All you gotta do is just meet me at the 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh 
아파트 아파트 
아파트 아파트 	
아파트 아파트
Uh, uh huh uh huh 
It’s whatever it’s whatever it’s whatever you like  
Turn this 아파트 into a club 
I’m talking drink, dance, smoke, freak, party all night 
건배 건배 girl what’s up 
Oh oh oh 
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy 
All you gotta do is just meet me at the 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh
 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh
 
Hey so now you know the game 
Are you ready? 
Cause I’m comin to get ya 
Get ya, get ya 
Hold on, hold on 
I’m on my way 
Yeah yeah yeah yeah yeah 
I’m on my way 
Hold on, hold on
I’m on my way 
Yeah yeah yeah yeah yeah 
I’m on my way 
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy 
All you gotta do is just meet me at the 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the 
(Uh huh uh huh)
 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the 
(Uh huh uh huh) 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the 
(Uh huh uh huh) 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh","[0.25375730615707187, 0.09407450408845412, 0.05833339517150131, 0.052976746532775267, 0.04336999342112924, 0.4974880546290682]"
38077932,UP (KARINA Solo),aespa,"Yeah Yeah Uh
Woo Yeah Yeah Yeah
다들 뻔해 또 거짓말 Just fine
Don’t switch it up
Whenever you like
번듯한 말 Get it get it all out
I pump it, I pump it
I pump it up up
So we roll up
Every weekend
어디든 뛰어다녀
여기저기 Freakin
'Cause we be winning
be winning in a row
다 가져갈게 Yeah
Ima run it up
Get it get it all mine
한순간에
And I’m losing my mind
타올라 다 I’m never gon’ stop it
I pump it, I pump it
I pump it up
Spice it up up up, hold up
Burn it up simmer down, controlla
Up up up, roll up
내게 좀 더 가까이
살며시 스르르 스르르 스르르 널
감아 네 안에 모든 걸 잊게 해
Run it up up up up Yeah
I feel it in my body
Whippin whippin 
친절히 너를 감아내
이제부터
난 네 모든 걸 다 알아내
They hating
너나 나나 눈치는 없거든
They faking
괜히 들러붙기만 하거든
And like my my my so fine
Looking like a 10 10 10 times 5
왜 쉬어 Move
느낌을 알아 Get groove Uh
Ima run it up
Get it get it all mine
한순간에
And I’m losing my mind
타올라 다 I’m never gon’ stop it
I pump it, I pump it
I pump it up
Spice it up up up, hold up
Burn it up simmer down, controlla
Up up up, roll up
내게 좀 더 가까이
살며시 스르르 스르르 스르르 널
감아 네 안에 모든 걸 잊게 해
Run it up up up up Yeah
I feel it in my body
Knockin knockin knock
Make you fall in love
(Like a choir sings)
아무도 넘보지 못한 Height
다른 누구도 겸비 못 할
When I say never know
버려 Be watching how it’s done
Ima show you where I’m from
(Everybody knows
I don’t leave no clues)
Yeah
Spice it up up up, hold up
Burn it up simmer down, controlla
Up up up, roll up
내게 좀 더 가까이
꽉 잡아 놓지 마
네 안에 모든 걸 잊게 돼
Run it up up up up Yeah
I feel it in my body
Ima run it, Ima run it up
Spice it up up up, roll up","[0.3555177932794298, 0.14092537134582248, 0.12903233590730587, 0.09411072869277162, 0.08844338777528486, 0.1919703829993854]"
37524037,Supernova,aespa,"I’m like some kind of Supernova
Watch out
Look at me go
재미 좀 볼
빛의 Core
So hot hot
문이 열려
서로의 존재를 느껴
마치 Discord
날 닮은 너 너 누구야
(Drop)
사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
That tick that tick tick bomb
That tick that tick tick bomb
감히 건드리지 못할 걸
(누구도 말이야)
지금 내 안에선
Su su su Supernova
Nova
Can’t stop hyperstellar
원초 그걸 찾아
Bring the light of a dying star
불러낸 내 우주를 봐 봐
Supernova
Ah Body bang
Make it feel too right
휩쓸린 에너지 It’s so special
잔인한 Queen 이며 Scene 이자 종결
이토록 거대한 내 안의 Explosion
내 모든 세포 별로부터 만들어져
(Under my control Ah)
질문은 계속돼 Ah Oh Ay
우린 어디서 왔나 Oh Ay
느껴 내 안에선
Su su su Supernova
Nova
Can’t stop hyperstellar
원초 그걸 찾아
Bring the light of a dying star
불러낸 내 우주를 봐 봐
Supernova
보이지 않는 힘으로
네게 손 내밀어 볼까
가능한 모든 가능성
무한 속의 너를 만나
It’s about to bang bang
Don’t forget my name
Su su su Supernova
사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
질문은 계속돼 Ah Oh Ay
우린 어디서 왔나 Oh Ay
사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
Tell me, tell me, tell me Oh Ay
우린 어디서 왔나 Oh Ay
우린 어디서 왔나 Oh Ay
Nova
Can’t stop hyperstellar
원초 그걸 찾아
Bring the light of a dying star
불러낸 내 우주를 봐 봐
Supernova
사건은 다가와 Ah Oh Ay
(Nu star)
거세게 커져가 Ah Oh Ay
질문은 계속돼 Ah Oh Ay
(Nova)
우린 어디서 왔나 Oh Ay
사건은 다가와 Ah Oh Ay
거세게 커져가 Ah Oh Ay
질문은 계속돼 Ah Oh Ay
(Nova)
Bring the light of a dying star
Supernova","[0.1790807575716688, 0.2211291901913699, 0.11339896650180645, 0.1647624353936309, 0.10712212246417202, 0.21450652787735194]"
37884934,Supersonic,프로미스나인,"You 이른 아침 해는 너무
뜨겁고 짜증만 타올라
적셔도 계속 목이 타지
그땐 불러봐 I’ll be right there from now
911 Calling calling
끈적인 Sweaty sweaty
지친 도시 속 널 깨워낼 My siren
I like that 너만 있다면 I’m okay
언제든 Day and night
Hit me hit me up
Hit me hit me up now oh
네 맘속 Delight
Show me right now yeah
Show me right now woo
Super Super
Supersonic Supersonic uh
Super Super
Supersonic Supersonic uh
By my side
Show me right now yeah
Show me oh Supersonic
Heat and sweat 단숨에 후 세게 Blow
We got that 이대로 Go with the flow
달라진 온도 차오른 설렘 Overload
자 지금부터 뛰어들어 Ready set you go
Don’t be worried 뜨거운 열기
손짓 한 번에 다 숨죽여
You’ll like that 언제 어디든 I’ll be there
언제든 Day and night
Hit me hit me up
Hit me hit me up now oh
네 맘속 Delight
Show me right now yeah
Show me right now woo
Super Super
Supersonic Supersonic uh
Super Super
Supersonic Supersonic uh
By my side
Show me right now yeah
Show me oh Supersonic
다시 또 여름이 다가오면
말하지 않아도 알 수 있어
지친 너를 구할 방법을
For you
길었던 Day and night
Hit me hit me up
Hit me hit me up now oh
네 맘 다 Untie
Show me right now yeah
Show me right now woo
Super Super
Supersonic Supersonic uh
Super Super
Supersonic Supersonic uh
Don’t deny
Show me right now yeah
Show me oh Supersonic","[0.2277487678455742, 0.12714831159157747, 0.13580333156164937, 0.06303391833292651, 0.048403741518928026, 0.39786192914934443]"
38087937,Mantra,제니 (JENNIE),"(Pretty pretty pretty pretty)
This that pretty girl mantra
This that flaunt ya
Just touched down in LA
Pretty girls don’t do drama
Less we wanna
It’ll be depending on the day
Pretty girls packed in a Defender
Know Imma defend her
Never let her catch no stray
This that pretty girl mantra
She’s that stunna
Make you wanna swing both ways
Mix me with the drama
Check you like commas
My clothes are pajamas
Straight from the cold plunge
Daytime baddie use her mind
Quick switch of the fit for the night
Swerving through the lane
We’ll be 20 minute late
Cuz we had to do a In-N-Out drive-by
It’s not that deep
I’m not that drunk
Sometimes girls just gotta have fun
Throw it back
All that bass
Me & my sis way too attached
It’s not that deep
We’re not that dumb
Look at them Bonnies on the run
Inside glowing like the sun
You gonna feel us everyday
This that pretty girl mantra
This that flaunt ya
Just touched down in LA
Pretty girls don’t do drama
Less we wanna
It’ll be depending on the day
Pretty girls packed in a Defender
Know Imma defend her
Never let her catch no stray
This that pretty girl mantra
She’s that stunna
Make you wanna swing both ways
Love what it feel like (feel like)
To be off of the grid like
All night
Ohhh with my B like (B like)
We ain’t even tryna talk no one
Swerve off all the creeps
No weird vibes
We ain’t never let it ruin a good time
Ain’t nobody gon dim our good light
This them words we living by
This that pretty girl mantra
This that flaunt ya
Just touched down in LA
Pretty girls don’t do drama
Less we wanna
It’ll be depending on the day
Pretty girls packed in a Defender
Know Imma defend her
Never let her catch no stray
This that pretty girl mantra
She’s that stunna
Make you wanna swing both ways
This that pretty girl mantra
This that flaunt ya
Just touched down in LA
Pretty girls don’t do trauma
No new drama
We already got a full day
Pretty girls that you gon remember
Know that you could never
Nothing ever trigger me
This that pretty girl mantra
She’s that stunna
Ereone know that she is me
(Pretty)","[0.28643784517121906, 0.1449830259346833, 0.09310945776682213, 0.08248756469114986, 0.08087255517636435, 0.3121095512597613]"
37563682,How Sweet,NewJeans,"All I know is now
알게 됐어 나 (I know)
그동안 맨날
Always up and down (No more)
생각 또 생각
Spinnin’ ‘round and ‘round
Changing my mind
수상해서 그렇지 
이런 헛소리 (No more)
How it’s supposed to be
그만해 cus it’s clear (It’s simple)
It’s like biting an apple
Toxic lover
You’re no better, 거기 숨지 말고 얼른 나와
You little demon in my storyline
Don’t knock on my door, I’ll see you out
And don’t you know how sweet it tastes
(How sweet it tastes)
Ya don’t you know how sweet it tastes
(How sweet it tastes)
Ya don’t you know how sweet it tastes
Now that I’m without you
나 더는 묻지 않을래
(How sweet it tastes) 
알려주지 않아도 돼
(How sweet it tastes) 
Wow don’t you know how sweet it tastes
Now that I’m without you
모든 게 typical
So I’ve been praying so hard for a miracle
부르고 있어 나의 이름을
더는 안 봐 drama it’s good karma 
Done scrolling thousand times
다 알고 있어 뻔한 수작일 뿐이야
완전 쉬운 공식이야 
It’s like biting an apple
And don’t you know how sweet it tastes
(How sweet it tastes)
Ya don’t you know how sweet it tastes
(How sweet it tastes)
Ya don’t you know how sweet it tastes
Now that I’m without you
나 더는 묻지 않을래
(How sweet it tastes) 
알려주지 않아도 돼
(How sweet it tastes) 
Wow don’t you know how sweet it tastes
Now that I’m without you
I won’t wait, I’m feeling
My own way, I’m in it
Cause me and you are diﬀerent
So I won’t stay, I’m leaving
I won’t wait, I’m feeling
My own way, I’m in it
Cause me and you are diﬀerent
So I won’t stay, I’m leaving
And don’t you know how sweet it tastes
(How sweet it tastes)
Ya don’t you know how sweet it tastes
(How sweet it tastes)
Ya don’t you know how sweet it tastes
Now that I’m without you
나 더는 묻지 않을래
(How sweet it tastes) 
알려주지 않아도 돼
(How sweet it tastes) 
Wow don’t you know how sweet it tastes
Now that I’m without you
Toxic lover
You’re no better, 거기 숨지 말고 빨리 나와
You little demon in my storyline
Don’t knock on my door 너 얼른 나가버려
Toxic lover
You’re no better, 거기 숨지 말고 얼른 나와
You little demon in my storyline
Don’t knock on my door, I’ll see you out","[0.40035019068645145, 0.1337744225728993, 0.13764753642008304, 0.09630796535914443, 0.09482134981846617, 0.13709853514295564]"
37737619,클락션 (Klaxon),(여자)아이들,"좀 미친 소리 같지만 난 네게 반했어
(어어우워 어어우워)
자꾸 눈으로 욕 하지마 더 네게 빠졌어
(어어우워 어어우워)
영화보다 멋진 드라마틱 Romantic show
나 처음 본 순간 완전 영원한 반쪽인걸
또 못 본 척 못 들은 척 넘어가려 하지 어림없어
차 떠나가라 소리칠 거야
I love you baby
야 나 좀 봐줘 Lady
더 Hit the 클락션
Hon hon hon hon hon honk
또 Hit the 클락션
Hon hon hon hon hon honk
Hey hop in sweetie boy
우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션
우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션
오픈카 타고 드라이브는 어때?
Wannabe by Spice Girls 틀고 Okay?
야 딱 봐도 그 여자는 불건전해
그만 힐끔대고 벨트나 매 옆에
Pretty hot stuff hot stuff beautiful
But don’t worry 
I don’t want a boy toy
잠깐 갓길에 멈춰 깜빡이도 안 켜고 덮쳐
힙합보다 멋진 발라드틱 Romantic show
너 처음 본 순간 완전 딱 천생연분인걸
또 못 본 척 못 들은 척 넘어가려 하지 어림없어
차 떠나가라 소리칠 거야
I love you baby
야 나 좀 봐줘 Lady
더 Hit the 클락션
Hon hon hon hon hon honk
또 Hit the 클락션
Hon hon hon hon hon honk
Hey hop in sweetie boy
Hey I love you
I want to do an interview
Ah yeah 난 너의
완벽한 The true lover 
Hey I love you
I want to do an interview
Ah yeah 난 너의
완벽한 The true lover
I love you baby
나 좀 봐줘 Lady
Hit the 클락션
Hon hon hon hon hon honk
또 Hit the 클락션
Hon hon hon hon hon honk
Hey hop in sweetie boy
우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션
우 우아우~ 우 우아우~
우 우아우~
Honk honk hit the 클락션","[0.3629979218220927, 0.11042583722221683, 0.057800461342927836, 0.07907221121528005, 0.07205505745658325, 0.3176485109408994]"
37693124,Sticky,KISS OF LIFE,"How long before we fall in love
How long before we fall in love
Here’s a ticket
Baby wanna go out?
푸른 Palm tree
우릴 부르잖아
Don’t be picky
Yeah 누벼 이 Town 위를
Feel like I’m hot stuff
You’re my rock star
Hear me now
바람은 Sweet and salty
Margarita같이
Here on out
이 여름 위를 Driving
Won’t you navigate me
How long before we fall in love
(널 마주친 순간 I fly high)
How long before we fall in love
(Let me know let me know)
Oh 뛰어들어 둘만의 Ocean dive
왠지 묘한 이 느낌 녹아내려
Sticky sticky sticky sticky
Love got so poppin’ flavor
예상 못 한 New taste
나른해 Summer fever 내리질 않네
So hear me now
달콤한 맘이 Drippin’
Like gelato melting
Here on out
심장에 남긴 Darlin’
Won’t you navigate me
How long before we fall in love
(널 마주친 순간 I fly high)
How long before we fall in love
(Let me know let me know)
Oh 뛰어들어 둘만의 Ocean dive
왠지 묘한 이 느낌 녹아내려
Sticky sticky sticky sticky
오늘 같은 날이 더 없대도
I wanna keep on staying
Know you’d make me fly away
오렌지빛 물든 저 노을에 Kiss it
So say yeah
Sticky sticky sticky sticky
And you’re the one who’s with it
With it with it with me
Yeah 느려져도 돼 Like slomo motion
I’d take you to the new world so boy
발 닿는 대로 가 There’s no way
그리곤 내게로 와 Follow my lead
Let’s get it yeah
How long before we fall in love
(저 나비처럼 난 Go round round)
How long before we fall in love
(Let me know let me know)
I like it 눈부신 여름빛
지금 우린 
Sticky sticky sticky sticky","[0.09227001452774593, 0.07086140232712869, 0.14190868078374072, 0.044195734209036115, 0.07330110675240094, 0.5774630613999476]"
37138469,나는 아픈 건 딱 질색이니까,(여자)아이들,"오늘도 아침엔 입에 빵을 물고
똑같이 하루를 시작하고
온종일 한 손엔 아이스 아메리카노
피곤해 죽겠네
지하철 속 이 장면 어제 꿈에서 봤나
아참 매일이지 지나치고
바쁜 이 삶에 그냥 흔한 날에
그 애를 보고 말야
평온했던 하늘이 무너지고
어둡던 눈앞이 붉어지며
뭔가 잊고 온 게 있는 것 같아
괜히 이상하게 막 울 것만 같고
그냥 지나치는 게 나을 것 같아
나는 생각은 딱 질색이니까
카페인으로 잡은 정신은 빠졌고
하루 종일 신경 쓰여 토할 것 같아
저녁이 돼도 배고픔까지 까먹고
그치 이상하지 근데 말야 있잖아
처음 본 순간 뭐라 할까 그립달까
나도 웃긴데 말야
평온했던 하늘이 무너지고
어둡던 눈앞이 붉어지며
뭔가 잊고 온 게 있는 것 같아
괜히 이상하게 막 울 것만 같고
그냥 지나치는 게 나을 것 같아
나는 생각은 딱 질색이니까
오랫동안 나를 아는
슬픈 표정을 하고 Oh
흔적 없는 기억 밖
혹 과거에 미래에 딴 차원에 세계에
1 2 3 4 5 6 7 8
평온했던 하늘이 무너지고
어둡던 눈앞이 붉어져도
다시 놓쳐버리는 것만 같아
괜히 이상하게 막 울 것만 같고
그냥 지나치는 게 나을 것 같아
나는 생각은 딱 질색이니까
아냐 지나치는 게 나을 것 같아
나는 아픈 건 딱 질색이니까","[0.2963569543200214, 0.4604308522970095, 0.06266775421686616, 0.11496558701426529, 0.061643096512263164, 0.003935755639574517]"
